Latitude				Longitude
50.5112014				6.9939896
49.9534891				10.8750469
52.4333644				13.190734
50.0110113				8.3917604
48.9693881				8.3903784
52.4200885				13.1763456
50.3638373				7.5769021
52.9822191				8.845254
49.4814353				10.993033
48.3974836				11.7378821
47.9927509				7.8558873
49.9322248				11.5720575
48.0124776				7.8149142
47.9207025				11.7554223
50.9313358				6.9369729
51.0910202				6.8805055
49.6057522				10.8848653
48.9988621				8.0705867
53.5733794				7.7716977
49.0014062				8.397165
49.0722096				8.1927674
48.1832729				11.2739914
49.0517594				12.0450613
48.8003651				9.315582
50.0612104				10.8635908
48.149801				11.5855374
52.4916944				13.4389954
48.0812535				8.1596569
48.1827857				11.2525293
50.8805997				11.6000326
51.3629651				12.3430979
48.341065				9.9398521
49.0426808				12.0161756
49.0176795				12.0294204
51.8608757				10.8150651
50.5434406				8.5335935
48.6620761				9.3178861
50.9684636				6.9490882
51.052279				13.809103
49.6696258				10.9307287
51.0567441				6.8512195
51.3314765				12.4111614
49.5904803				10.7610548
47.990399				7.8586445
47.8051395				9.6418742
48.2912447				11.6243318
49.81615				10.9863455
51.195365				11.9350775
51.2972237				12.0596469
50.8356077				8.3380138
52.4337259				13.1642419
49.8997417				8.6933536
48.6326899				9.2077907
48.3136854				11.9100098
51.3965811				7.1474739
48.7407947				8.877328
50.1252149				8.1687389
48.2158609				7.6613839
52.5406075				13.2066054
49.5221304				11.2759492
47.6078227				11.3700084
49.994239				11.6851525
51.1383169				7.1237864
48.3465235				10.911171
49.0230659				12.0958397
48.1204274				11.6071809
50.3247397				11.9182507
50.495037				12.1317381
51.4627777				12.6732804
48.7163316				10.3749814
47.9695378				11.7697154
50.3907085				6.7279463
51.5445569				14.7222076
50.8054003				7.175791
51.1189102				6.9425804
53.0070053				13.3222681
50.1873761				10.8418844
50.6475041				8.7491489
48.1147203				11.614455
50.6451408				7.2071153
49.3504644				8.1829873
49.0379445				8.3058099
48.1140705				11.6137928
50.3555579				11.6948462
48.1303725				11.6159096
48.0957588				11.7274113
48.66609				9.1431816
47.6290717				7.5951422
52.1073248				11.6437569
48.1732593				11.3959707
49.9940224				8.360402
51.3059087				13.3097325
49.2195972				8.3702405
50.7885502				7.2824538
51.1220224				6.1504373
50.2848558				11.909684
51.3131027				9.4881054
51.3044885				12.2521618
50.9610496				14.1100983
49.772716				8.6282809
51.8967292				11.0741901
48.302824				11.6149508
49.2463497				6.8790205
51.5117601				11.9392392
50.8056648				7.5888535
49.7836344				12.3096975
49.7835532				12.3067334
49.7834219				12.3082493
50.7157826				13.6063686
49.047277				7.8995461
47.9626373				11.3154101
48.1360261				12.1615559
51.3071135				12.2539762
50.137172				8.6460278
48.8252206				11.7814578
51.4184679				7.0238896
52.3526025				10.5573915
52.1914671				9.0793483
48.8988677				11.8195244
49.2758015				11.0198011
48.1368337				11.2110195
48.5642089				12.5975861
50.5464917				8.7387659
48.3362467				8.9501314
48.4272065				10.0428404
50.5257713				10.5309345
52.6375628				9.9858235
48.6905288				11.804528
51.3031918				12.2598853
48.4166153				11.7274612
49.7424356				8.4813473
50.1048811				8.6759384
49.4415185				8.6618083
52.5112754				13.335988
52.3595349				9.7851541
49.2511906				6.7319373
51.6988532				6.886951
50.9767917				11.0228553
49.6185167				11.1612102
50.9580523				10.6716982
50.1072608				8.6822526
50.5606366				12.7672382
53.0774251				8.8005416
48.797856				9.800424
51.0427717				11.6792331
48.1073692				11.6548707
51.1584875				12.8019146
49.7681294				11.0569891
48.5085025				12.1789652
51.0646416				6.582904
50.7261247				7.1242361
48.5752308				12.2267646
51.3787234				6.9812069
47.8258287				11.3020283
52.0000352				7.5595829
48.9171173				9.3089293
49.2688638				6.8729897
51.3667227				6.9819107
52.2872243				7.9725462
53.5349351				9.8590725
51.5640058				6.8754476
52.2016972				8.7284499
48.9504799				9.428019
48.3888208				9.998797
51.2022144				6.8021635
48.7981687				10.1096156
49.7775795				11.1030142
48.6745824				10.1545161
48.5739317				12.1062245
50.1656881				9.0273902
48.7946613				9.2098864
48.6771886				10.1547604
49.3178442				8.6780371
49.3147101				8.6791668
50.5402451				8.3808333
50.5401733				8.3806239
48.7280523				11.1305468
48.3596718				10.9025093
49.4013475				8.5786984
51.1901464				6.919967
48.7189715				10.8476541
48.7193023				10.8484681
49.790511				8.6102416
53.4512882				7.8394399
51.3042872				12.56573
48.8056644				9.0159261
52.4297781				13.3540651
49.6037316				11.3398291
51.7706754				9.3804845
48.7079995				9.5756381
51.0737553				13.7013567
48.500759				11.4522495
49.1554754				11.7576758
50.6334205				10.7407213
51.6776608				8.3467697
48.426221				11.5179079
48.0881684				9.209634
51.7115601				12.2968747
48.8122668				8.210062
51.5626488				7.4153404
53.9960695				11.4382656
48.1155366				11.541413
48.143627				11.417126
51.4733441				7.0839142
51.677775				8.3457876
48.2815722				10.3312159
48.2027985				7.9741735
50.1304742				8.7051121
50.7112663				7.0336685
52.8233706				12.0735408
51.0436024				13.7898043
51.6111935				12.2423877
49.9038279				6.5414801
52.5978619				13.2750843
48.221842				10.1101378
50.1009692				10.8559391
49.4375105				8.6751244
49.2816121				8.1291462
48.0771305				11.7140129
48.7158761				10.7725964
51.3552029				12.4407534
51.4757159				7.2159701
48.7957118				11.4393563
47.5834311				10.6855848
50.2263485				8.5786161
51.5439768				7.2376576
50.7270826				6.4548198
47.9814488				11.8638689
47.9972306				11.1673493
49.7286265				11.0756969
49.2245319				9.2124805
51.1539676				14.9840459
52.1579765				11.6126341
47.58994				9.5747257
53.1074808				8.1308625
48.9754559				10.9043987
52.1176879				11.638457
53.1691255				8.6210436
48.8078476				9.1416676
50.1021891				8.5681277
48.4796065				10.929428
48.4785522				10.9291168
50.5185398				7.0211529
49.4149136				8.6636299
50.6266427				6.9471805
50.8712761				8.0138662
53.0690439				8.8112557
49.491274				11.8199093
50.8814204				9.7433712
52.0232229				8.8232639
49.9535555				10.8608686
48.334483				10.8264065
49.6391427				11.3550459
51.7326654				11.0249859
52.3612414				9.7351541
50.9310092				12.0154233
49.6403472				10.5932956
50.9258256				6.9656214
51.8700972				13.9703984
48.3944503				7.8091687
51.7859767				10.9667491
49.7285264				11.0760855
49.7289506				11.0775953
49.7282355				11.0765791
49.7281187				11.0763543
49.7278597				11.076588
47.5479891				10.2175291
48.9258909				9.0780985
50.0516981				11.3221875
53.5155834				9.9988306
50.9811296				7.0242762
51.7398631				11.0196959
50.5642997				6.9669973
48.9784262				8.1825416
52.2412496				13.1514555
49.4510853				11.0910124
51.43035				11.974891
49.7277317				11.0768287
49.7275653				11.0769059
49.7272099				11.0775276
49.7295974				11.0748857
49.7295039				11.0754972
49.729566				11.075887
49.7294197				11.0750316
49.7293122				11.0748814
49.7292186				11.0747473
49.729158				11.0745488
49.7290713				11.0744134
49.7291416				11.0739631
49.728809				11.0742127
49.7289031				11.0736529
49.7287035				11.0740144
49.7286077				11.0737328
52.3769308				9.7115922
51.1932318				6.9969863
48.5369997				12.1494071
51.5473909				7.68657
54.4737343				13.4478765
51.5046876				7.0276221
51.4244039				7.487431
51.4372553				7.570048
51.4639246				7.5575486
50.8676188				6.0991242
48.2903093				11.6350709
52.4113223				9.3803453
47.7411269				9.1321313
49.3167592				8.4502045
50.9197424				6.1182358
52.2614488				10.3749865
49.9854241				8.3180682
51.1512955				13.8067145
52.0036197				11.7236908
53.5575095				9.9676227
49.9247466				11.5993304
47.8685617				12.6211988
48.9121649				9.1831313
52.3352273				9.7717554
50.9332727				11.879591
49.9280068				9.8029223
51.4698958				6.9034879
48.1429303				11.5785962
49.6861564				8.9956758
51.8955757				12.2060288
48.3456677				10.3805271
51.3619551				6.9526653
48.528934				12.201967
51.6493049				12.3041508
49.3735516				7.0820037
48.5890072				11.7615164
47.7364434				9.2350551
52.3277313				9.7769052
48.1571718				12.8214208
51.3961365				7.4313029
48.1636774				11.5356055
51.9432537				7.1671898
49.638041				8.9799009
49.6365098				8.9767147
48.403727				10.4628403
48.1405917				11.6824418
48.7978163				9.1523584
50.0987299				8.2295159
52.5697896				13.3942046
49.4180456				8.7418856
49.8714952				9.1846728
51.0678001				13.7778167
49.1835468				11.1832262
51.0343448				13.7604399
48.3964149				9.9542964
49.4442505				8.6192695
52.4344273				9.4067196
49.9337425				10.8283935
51.3879228				6.9437787
49.7215448				8.993351
49.2910465				7.574426
48.7559433				9.7827311
52.5422827				13.2816533
47.6504983				9.4825666
49.6295464				11.25241
47.9445415				11.258104
48.1006704				11.6252055
50.6079691				10.4915015
47.8833037				7.7312157
49.3708436				8.653805
49.681485				10.8827383
49.5213801				11.8086677
52.5715768				13.1228576
49.7160826				10.9449853
51.5324834				7.6876616
48.6308744				9.4153248
51.3257533				12.4538717
48.2653646				8.2021756
47.9565329				7.823153
51.6383509				12.3304445
49.6651059				10.0626601
49.7894901				11.0107626
50.4115225				7.4655157
50.1248467				10.8201826
47.9140968				11.2883191
50.0332509				12.0105627
49.6714616				10.1428049
48.1025964				11.5956025
48.5685694				8.1619758
47.3342778				10.268529
47.4053682				10.2770336
49.4520631				8.6774553
47.9752787				9.9287905
47.7152703				8.9639405
48.1644506				9.8172252
48.213588				11.5289585
51.0010198				13.8707229
48.5361757				12.1494879
50.068333				8.2100368
51.3653534				8.4357922
49.1324222				9.2667409
47.9364184				9.7450733
49.6308693				11.3570004
49.045378				11.3526669
52.1480523				7.3393236
48.2978637				11.623836
48.3457933				12.1323863
52.2644918				10.5615453
47.6197866				7.7703226
49.976359				8.0304925
52.3696025				12.9333609
49.9851776				10.9659561
49.7752704				9.9285224
49.729401				10.9123368
48.3769632				10.8888545
49.8011034				9.9512732
53.0225525				9.8801098
49.6165366				10.747152
50.6819279				8.6845305
48.5111315				11.4988488
53.8608047				10.6904003
51.2710224				8.8753777
52.0284504				8.5227015
51.3446414				7.1930759
49.9275439				9.2218085
51.4409481				7.046531
51.4381317				7.0484875
50.9602923				7.1446856
48.2729332				11.450604
50.1439107				8.6492703
49.2292387				7.111737
49.8082253				9.9470264
51.9863668				13.0681157
51.4872077				11.961322
48.0981207				11.5804329
48.7114808				9.4611544
51.9910825				13.0812327
51.9947973				13.088774
51.9907186				13.0805247
52.0027681				13.0859167
51.475355				6.8472339
48.1538366				11.6905108
49.509915				8.1792576
52.3597322				9.253893
49.3859139				8.5221032
48.8465339				8.5880311
51.7905086				11.7452888
51.1670095				7.0855351
47.9106175				7.7103312
48.1223489				9.8612164
48.2112809				10.9657527
48.7993467				8.6303125
47.6801049				9.8186871
50.6713717				8.7890059
50.9963429				7.0359251
49.9320591				10.8306211
48.6188584				9.8385379
48.6249603				9.8194701
48.1318759				11.5437129
53.1194651				9.7861251
48.0692881				11.1843615
48.1303749				11.8335278
52.3319721				9.7521533
48.1921681				11.6744256
50.0967635				8.1694548
50.6370203				7.0926755
52.1091395				13.7625929
52.1676423				9.0345547
49.7461038				7.2691374
48.7278524				12.4518408
47.6833824				9.2026241
51.443496				7.0157269
51.9873112				9.2457787
50.1265109				8.6835258
49.2199811				8.3870583
50.9046676				14.0812963
48.1612764				7.7936087
49.0937585				13.2477219
51.0014733				6.9914679
48.2085858				11.5717969
51.5585516				13.0094829
48.1352755				11.5764257
50.006529				8.270206
48.3617523				11.581496
48.8156959				8.9034098
49.3310519				12.1056752
51.6986587				7.8470195
50.0755401				8.2331024
49.2200601				7.1671577
49.958452				10.9568733
48.7108348				9.2038072
49.9600237				10.9561313
48.1739339				11.5510934
48.5183948				10.8106699
52.3620033				13.0227683
47.9134943				11.4200455
53.0915788				8.8126028
52.0751041				13.1688803
47.6924945				9.6567947
51.9198786				7.9669095
51.3492998				12.3672441
51.3635093				12.3736706
50.3917104				8.1920522
48.7192802				9.5845833
49.7051383				10.2598618
49.7079646				10.2595475
50.2290387				8.6109733
50.9452836				12.7623983
50.9320132				12.7339002
47.9881948				12.7477655
52.2656133				10.5519197
49.7740788				9.9273142
48.1361144				11.4629409
49.8756674				10.1641899
50.8564036				7.083632
50.1386036				8.9183397
51.4922877				6.8774791
50.0387908				11.2081968
48.327488				10.153711
49.1746744				8.8301669
49.3235535				11.0791988
48.6393769				9.5528907
49.9295018				11.4632316
49.693187				8.4942206
48.2843745				10.4679377
50.7527813				6.158488
49.8774123				10.1683832
49.2216914				12.1749822
48.3882701				11.789155
48.7317029				9.3672446
50.4373243				7.5993419
51.0167541				7.0065606
47.8285492				11.125437
51.3841168				9.439594
51.2357904				6.8618858
48.1231817				11.5402954
49.942056				11.6196976
52.3912814				13.0149252
47.8356101				12.254138
48.6044767				10.8136811
51.580776				6.8312181
50.9783747				11.0271227
49.727694				10.2443878
49.030173				12.1013155
49.3160959				7.1390578
48.7079914				10.879473
49.7572458				10.9789366
49.822996				11.0071242
48.8688927				8.6830087
50.6317712				7.2144562
50.1319963				6.9301781
50.1978535				6.8357773
49.8249417				10.0084161
50.1481065				9.9361202
48.1841686				11.2799886
51.5157635				13.8981023
51.4771468				7.0878993
49.1508069				7.6087305
47.8780766				10.62746
48.7228259				11.3955892
47.9205813				11.376842
49.0107553				12.1342938
47.8012504				12.704514
52.0665036				7.4442475
48.8052563				9.1742216
51.1493065				12.9286534
52.1705334				9.1936455
51.0984532				14.9765878
49.9465021				8.4755257
49.3707412				8.1751989
48.0902139				9.9199354
47.9537341				11.2682239
50.1456981				8.6435484
49.354301				8.1346898
48.8091982				9.3182243
51.8648063				14.0896961
48.4986662				9.1935362
53.1241512				8.9850594
48.8763388				9.0738001
48.80789				9.224023
48.9621595				11.6891956
51.05327				13.8117548
48.7695783				8.8494188
48.7706031				8.8532996
48.7698135				8.8511189
48.7893914				8.836122
53.6407113				10.6658988
51.2023843				12.3864474
48.37534				8.1857023
49.8300088				9.6290462
52.4991189				9.9418412
47.8416135				10.6764176
51.1362857				9.99286
48.1703718				11.2479741
52.4123211				13.6095915
51.8063645				6.7532038
50.59566				7.2915348
48.333913				11.6561736
49.5985186				11.3405867
48.0615134				8.4587737
48.277532				10.8839574
48.1639498				11.475791
49.3692311				8.5417648
53.1547763				12.8742134
50.5533166				12.1875622
49.7376472				10.1591628
54.4562606				11.2738323
49.6727412				10.0480678
49.0506716				9.3756003
51.8101576				10.9251606
48.1787508				11.2540054
51.7203789				8.7510464
48.0493925				10.6124025
51.2306406				12.7262287
51.1113298				13.6670163
49.1109752				9.7348738
52.4747532				13.5241898
50.358977				10.9099632
48.1729642				11.4931118
48.0595587				10.6396548
51.1363185				11.7211675
48.1280939				11.3261134
50.9278772				13.3601601
49.8610199				11.7373867
50.0740722				10.2152524
49.9471935				9.7709394
47.7519349				11.7387535
51.3105677				12.3762362
47.6718642				12.7843607
48.001468				11.0131844
47.7537269				11.7183814
47.8584247				10.0391094
51.8535612				12.1779528
47.6175172				9.9287005
48.676842				9.2173424
48.1279193				12.7857994
47.9779876				11.4664793
51.412227				7.1458938
49.9200788				8.1055039
52.5905957				13.2700085
50.219231				11.9365023
48.824263				8.9115193
51.7185773				8.3087002
48.7459696				11.6351461
50.627495				6.4705565
49.0345254				11.4737375
47.9856029				8.8079634
52.2502413				11.6343775
49.2979447				11.3702757
49.1897523				8.380727
48.7715273				10.6471209
48.2767491				11.0970225
49.7468547				9.2227292
48.8809294				12.5658508
48.6007935				10.1290208
51.480146				6.7914738
50.9163562				10.3930726
52.1126582				13.6191463
50.1587615				7.6928225
49.7331597				10.156565
51.8683955				14.1296678
48.1709577				11.7175501
51.6899449				12.4877967
47.5972628				9.5393973
49.0211618				12.173117
50.961872				13.9453098
50.9503396				13.9904218
48.7520158				9.6453605
48.1686952				11.4579208
53.5918004				10.0286073
47.6847489				11.1783352
49.1568225				12.8323615
48.7746752				11.7942948
48.5061266				9.2381117
50.0881705				8.230881
51.4323635				7.0048144
51.3460555				6.6178924
49.8598447				10.2270955
49.7551666				10.2396128
51.3189205				9.4924189
49.7666239				9.2495417
49.7531665				10.4757657
49.8369361				10.9280521
49.7989199				8.832808
50.0198201				8.4035
49.9864785				7.8665089
50.8739702				6.8153181
50.0746042				10.3506093
49.5978353				11.480521
49.949991				10.8614752
48.468609				10.7929776
47.9952686				11.1686405
49.1803548				9.4836448
52.2965483				13.6256778
49.6237965				9.6650218
51.3585068				12.3044698
49.316176				8.426914
50.9184493				14.0569386
49.5107529				7.0221766
51.9931849				7.4820104
51.9770844				9.5172399
51.2550234				12.5387706
49.3333581				6.8470573
50.0564254				8.2303062
50.1055073				8.6910281
50.1147896				9.8891685
50.6330522				12.2151229
51.0247395				13.444955
50.8023631				10.4486166
53.5287908				7.2515326
51.0947667				13.8415398
47.859643				11.2308648
51.5681275				6.9616869
50.2212822				11.0676872
53.186884				12.9221427
49.1294646				12.8643233
48.1092401				11.6703237
48.1970572				10.1759157
48.1968704				10.1686176
48.3662315				7.9794759
50.2951209				7.6014343
52.0252508				13.1020968
47.6925409				9.854384
47.6928247				9.853633
53.541565				8.0587791
52.4608859				13.5459148
50.1822945				8.596077
50.181067				8.595747
49.761772				8.1783691
48.986916				12.0128752
48.2201788				8.5995532
49.9434159				11.573063
49.9437721				11.5793449
49.943517				11.5782278
49.4122025				8.5301696
50.0194409				7.8251768
50.121859				6.9019484
51.2582292				12.5063252
51.0545026				6.9951762
49.7524873				8.4045118
49.4941758				10.4264093
50.653712				10.7740012
48.2011198				11.6414649
47.7287095				10.3105036
51.6342799				6.6763383
50.6211285				7.0217526
51.2660172				14.4470425
47.9738286				11.1837741
52.3706533				9.7377455
51.2712161				7.113738
48.411687				10.0190562
48.4123096				10.0193078
49.091379				8.271449
50.0525623				11.7953286
48.4218324				10.0386069
48.9099608				11.8516342
50.8688123				7.2485937
49.7269128				11.076091
48.6244882				9.3305694
49.9940923				11.6000834
52.4083018				13.0147492
51.4991589				11.9498153
53.2113445				8.0287693
51.7612868				8.703786
47.59623				11.0652304
47.7913455				11.3876177
48.0277674				11.0979544
49.9394367				11.5531185
50.0471249				10.8845166
48.0289683				11.0966711
48.8952362				9.1930583
50.2876755				11.0302292
54.3106801				10.7960779
51.84654				12.22296
49.2065539				7.1019736
47.6765899				11.3038608
50.9293734				12.0190557
50.0870754				11.0638995
50.3485241				7.5985916
47.6219866				7.6257308
48.2756143				10.2289777
52.2036623				8.802155
50.01307				10.5752098
49.5663518				7.0631111
48.7874714				13.4601728
47.7516195				11.3740509
49.5179817				11.6644518
51.2620083				10.004078
48.6180897				13.4832899
51.4315555				6.9911116
52.1943602				8.782516
49.9830446				11.9053264
49.9820131				11.9092534
50.3142982				11.9160698
49.9718865				11.9344276
50.1556514				7.5566692
50.9981827				11.0089004
49.180377				11.9902206
50.8965746				6.6802109
48.8123274				11.8444596
49.9254018				10.6652105
50.0617871				10.9656816
53.2805091				12.9737387
47.6571101				9.1809
50.076012				11.5736795
49.0756833				12.7155855
47.6128597				9.593963
49.7035898				10.2629089
47.5819482				10.9273573
50.0809019				10.414699
50.5554122				8.7223477
51.4691997				7.0903008
49.4629812				12.2260397
50.1100929				11.1150882
48.810306				11.7658808
53.6196805				10.8755668
48.8168962				11.7487336
52.3643657				9.7364679
48.1887066				11.0530128
49.2715663				7.1533853
48.7759849				9.1819957
48.8291852				9.0670442
49.2038534				12.1045087
48.4514116				8.8564811
49.2019883				12.0420105
49.6494499				7.1714373
48.224385				10.3791861
49.7566256				10.9496553
48.9528518				9.0218808
50.0501067				11.6742566
51.3583814				6.6500464
52.5055232				7.1971027
48.9318285				9.0342977
50.9746484				11.6500869
53.2436314				8.6778811
48.5987861				10.8668541
50.8925215				6.9330099
48.0505922				8.9702591
50.711513				13.4665856
50.0722865				11.5458398
51.4902896				7.4428066
50.1970605				11.5666293
53.3275298				8.4814172
50.1971395				6.8304927
48.2437627				10.370764
51.2369793				6.7704669
47.5969042				11.0710995
49.7784929				8.9896917
50.3907552				8.9788413
51.0095899				13.8615464
48.1708605				11.5141045
47.7226971				10.3206859
52.618156				13.335382
53.3872944				12.3225542
48.6238599				12.2135052
48.2474064				10.4497517
50.282349				12.0116184
48.0941549				11.6249683
50.0998598				8.6901957
50.1014237				9.2633658
48.9598817				11.6843383
48.2455966				12.0916345
54.399344				13.609084
51.4521326				9.1125773
47.9175743				7.6951367
48.3700966				8.0806341
49.7214579				10.9230579
51.2133279				7.0839055
49.7117213				9.548225
50.5151856				7.0360224
49.912988				10.7519196
51.7033284				6.4166268
51.3428191				9.4302086
48.779438				9.2243824
47.5385325				10.7762723
51.8382723				12.7836814
51.8516939				12.7234257
50.1968481				8.0530125
49.5386014				12.1475986
47.5593873				10.7780637
50.5130098				7.0366962
49.7291432				10.5711681
52.5235131				11.3953699
49.6545463				8.9294949
50.9150524				6.9137303
47.9931198				11.8980559
47.4696251				11.2927466
53.2763606				11.3662735
47.9827617				7.8758317
50.0917669				10.7960304
49.2616035				9.5774923
50.0332947				9.041785
50.7678585				12.3525336
49.1279402				10.8626062
48.2909715				10.6573765
48.7627573				11.5252855
51.0561599				7.8317876
52.3132146				10.4892513
50.0511261				8.1231825
51.762679				11.795239
50.1513591				8.7332814
48.6272679				12.3559308
50.0395422				8.1928338
48.0947749				11.5158975
48.6107087				10.9501591
48.0247906				9.7875761
48.7905942				8.235069
50.2027794				8.5791835
47.4166636				10.2915123
50.063464				9.01517
48.8575956				8.2104597
51.0078023				9.7263831
50.9105565				12.4415513
50.5437935				7.5990709
49.4404853				10.3102269
52.1803085				8.5151273
52.0826311				7.5873777
48.3607577				10.829988
47.735343				9.6053754
47.4838046				10.3404985
48.2553674				8.267028
49.1784058				7.6271613
49.6970751				7.3244004
49.4028575				8.423241
48.2193087				9.0399051
48.9695468				8.7997667
48.6791537				9.7681855
48.526037				10.8691566
50.1847585				9.0631173
50.2700855				10.8832783
53.6320517				11.3832577
48.18191				11.570473
49.7613924				9.5131162
49.5621668				10.5904494
50.4930775				6.6319421
49.7513855				8.9444145
53.0766188				8.8018298
48.0479597				7.9643119
50.670032				7.2056952
52.511952				13.239938
52.5156515				13.2439374
48.9549047				13.4257844
50.1154267				8.6741859
51.0493842				13.2972718
51.9694804				13.0106742
48.9281601				9.3691467
48.7660948				10.7966594
48.6406482				10.0032583
49.523957				11.5853558
51.5795376				6.6615515
49.2048005				8.9925868
52.1250212				11.5990862
49.7216467				11.0610982
47.938341				10.2973121
49.2975062				12.1054006
48.8167921				9.2839092
49.9039575				9.8215049
50.1084577				11.8758562
48.8139972				9.2743689
49.4570632				6.9384453
48.15189				11.616063
53.5374482				8.372819
50.4958029				12.597191
52.467458				13.2617552
47.8715404				11.7161973
49.1579954				7.1652177
52.655422				13.5380797
50.0545826				10.2310739
50.1089083				7.9409
48.3128179				10.7266872
49.0239356				12.0962914
50.0348924				8.162947
50.2735726				12.2459477
50.3210616				11.9052504
49.5719526				8.3763915
49.9778997				7.9364677
50.1232055				8.8336038
49.3775514				11.8540616
49.4061244				8.4837308
49.9780123				7.9273106
51.507293				12.9791925
48.5756118				12.8614016
49.7190664				11.0468515
48.3762851				10.8289602
52.3020062				9.7990145
51.4464851				14.2834946
49.4093158				8.4863448
49.4035593				8.481393
48.4503211				12.1680806
49.7766937				7.6600813
51.9638669				9.8002177
48.9529816				10.9126506
49.6020381				11.0041637
48.7331135				9.2800952
50.9836841				9.7554028
48.1094731				12.0918388
51.4890991				7.2103097
48.2503709				11.411989
48.2561518				11.432121
48.4658081				11.9457769
53.5527927				11.5025182
49.7533443				11.1182842
48.3228584				10.9264541
48.1838003				11.5943714
50.0032272				8.0295978
50.0129458				7.9955236
49.7571111				11.4443129
51.0651519				13.756165
50.8815408				6.8393675
53.2512091				10.4127594
48.60007				10.1802985
48.7719783				9.9063018
51.5281486				7.4089596
49.4525408				10.2743081
50.5721601				10.5134954
49.4775863				10.9773397
51.3049612				13.3010452
48.1779721				8.9988387
52.3696768				9.853649
49.5053736				11.7373336
47.6868846				8.9963282
49.0439412				9.0469888
48.925592				10.9859901
53.6776748				6.9948179
53.0775097				8.8004355
53.0775906				8.8003187
51.8096425				10.9843047
51.7714345				8.3702251
52.362193				9.7050958
50.7295492				6.1775567
48.3662412				10.8963572
49.3332768				7.1268098
50.3329338				10.4371751
48.0203656				10.8245434
48.3505285				10.8759807
52.1369189				7.6793469
50.3885768				8.0684245
48.428956				9.9079461
47.9184398				7.703129
52.7467849				13.5132825
53.0343847				9.119017
49.6749498				9.8689089
50.5018618				12.6264532
48.5523913				8.9636233
49.8424023				9.5984926
50.8644336				6.7512459
50.7882854				11.577861
47.7410152				9.7572759
48.6393206				9.7833653
52.3019131				7.1573557
49.5269224				9.1514226
50.517544				10.5863182
51.4331025				13.0568879
51.519825				6.9252118
51.7516207				8.4556265
48.7648324				8.9616561
52.4235538				10.7826987
50.1456171				11.1405691
48.5707733				13.4721141
49.4570321				7.5590082
52.2076445				8.7912294
50.0869669				11.4919952
50.3919024				7.8469267
51.8933577				12.0278241
48.9644905				12.48807
49.1643754				12.8447958
49.4750052				11.1278155
48.6514259				11.3331392
50.0239593				8.1209612
48.3931231				9.9995575
53.2262915				10.1673705
49.4958898				6.557358
51.5915693				10.3100509
50.0157506				7.5684695
49.9648297				11.842522
49.1814351				11.5376663
48.541944				10.5061337
49.8652315				10.9984551
49.6187149				11.3582043
49.6259611				11.3592803
49.638264				11.3555472
50.085049				8.2485207
49.851712				10.9757871
49.7712446				11.4065677
48.4286991				10.4081539
49.5625018				11.3681525
49.5826146				11.2725633
49.5882793				11.3685385
49.5870368				11.3765832
49.5557514				11.3569525
49.5607181				11.3418157
48.9674391				8.3213949
47.7764353				9.7686329
47.7755026				9.7659919
49.5597448				11.3323851
48.3525255				10.8726314
51.3625046				6.947582
51.3647805				11.041854
51.2337565				7.0674341
52.3863526				12.9515882
50.0415				10.2524975
49.0647295				8.1749562
52.4108388				13.3744324
52.3835881				12.4425386
51.8541252				12.2853037
48.9534001				9.1311372
47.971506				10.789157
49.3715057				8.7014246
48.8672462				9.6326094
51.9366547				13.894785
49.6662996				10.0669529
48.6687474				12.1775074
52.4699606				13.3401822
47.7313375				11.8675758
50.3292235				11.7084137
49.9714075				8.7992082
54.0878308				12.1216244
47.6915751				9.1458025
47.6918499				9.146194
49.6499024				8.7824305
50.0741922				8.806312
